"Id","Label","clade","size","BGCtype","complete","MAGhit","MAG","GCFnum"
"MO_167.c_6741.region001","MO_167_c6741_001","site6","1","NRPS","NO","YES","MO_167.bin.51",1860
"MO_167.c_6753.region001","MO_167_c6753_001","site6","1","NRPS","NO","NO","NA.",2030
"MO_167.c_6892.region001","MO_167_c6892_001","site6","1","hglE-KS","NO","YES","MO_167.bin.23",1833
"MO_167.c_6902.region001","MO_167_c6902_001","site6","1","NRPS-like","NO","YES","MO_167.bin.23",1917
"MO_167.c_6970.region001","MO_167_c6970_001","site6","1","cyanobactin","NO","YES","MO_167.bin.26",606
"MO_167.c_7016.region001","MO_167_c7016_001","site6","1","NRPS","NO","NO","NA.",1885
"MO_167.c_705.region001","MO_167_c705_001","site6","1","bacteriocin","YES","YES","MO_167.bin.47",1837
"MO_167.c_715.region001","NA.","NA.","NA.","lassopeptide","YES","YES","MO_167.bin.39",1838
"MO_167.c_7153.region001","MO_167_c7153_001","site6","1","NRPS-like","NO","NO","NA.",2506
"MO_167.c_718.region001","MO_167_c718_001","site6","1","bacteriocin","YES","YES","MO_167.bin.27",2037
"MO_167.c_7234.region001","NA.","NA.","NA.","NRPS-like","NO","YES","MO_167.bin.6",1841
"MO_167.c_7260.region001","MO_167_c7260_001","site6","1","hglE-KS","NO","YES","MO_167.bin.19",1859
"MO_167.c_730.region001","MO_167_c730_001","site6","1","NRPS-like","NO","YES","MO_167.bin.27",1843
"MO_167.c_737.region001","MO_167_c737_001","site6","1","terpene","NO","NO","NA.",1844
"MO_167.c_7419.region001","NA.","NA.","NA.","terpene","NO","YES","MO_167.bin.53",1845
"MO_167.c_7427.region001","MO_167_c7427_001","site6","1","NRPS-like","NO","YES","MO_167.bin.21",487
"MO_167.c_746.region001","MO_167_c746_001","site6","1","T3PKS","YES","YES","MO_167.bin.27",1847
"MO_167.c_7518.region001","MO_167_c7518_001","site6","1","terpene","NO","YES","MO_167.bin.49",1848
"MO_167.c_7652.region001","NA.","NA.","NA.","NRPS","NO","NO","NA.",1849
"MO_167.c_769.region001","MO_167_c769_001","site6","1","NRPS-like","NO","YES","MO_167.bin.51",1850
"MO_167.c_771.region001","MO_167_c771_001","site6","1","ectoine","YES","YES","MO_167.bin.27",3118
"MO_167.c_775.region001","MO_167_c775_001","site6","1","lanthipeptide","YES","YES","MO_167.bin.47",2628
"MO_167.c_7750.region001","NA.","NA.","NA.","bacteriocin","NO","YES","MO_167.bin.31",1853
"MO_167.c_776.region001","MO_167_c776_001","site6","1","T1PKS","NO","YES","MO_167.bin.12",1969
"MO_167.c_7770.region001","MO_167_c7770_001","site6","1","lassopeptide","NO","YES","MO_167.bin.28",2385
"MO_167.c_7804.region001","NA.","NA.","NA.","other","NO","YES","MO_167.bin.35",1856
"MO_167.c_792.region001","MO_167_c792_001","site6","1","T1PKS","NO","YES","MO_167.bin.44",1883
"MO_167.c_793.region001","MO_167_c793_001","site6","1","T1PKS","NO","YES","MO_167.bin.27",1858
"MO_167.c_8007.region001","MO_167_c8007_001","site6","1","hglE-KS","NO","YES","MO_167.bin.8",1859
"MO_167.c_8026.region001","MO_167_c8026_001","site6","1","NRPS","NO","NO","NA.",1860
"MO_167.c_8058.region001","MO_167_c8058_001","site6","1","NRPS","NO","YES","MO_167.bin.30",2030
"MO_167.c_8072.region001","MO_167_c8072_001","site6","1","NRPS","NO","NO","NA.",1885
"MO_167.c_818.region001","NA.","NA.","NA.","NRPS","NO","YES","MO_167.bin.42",1863
"MO_167.c_8194.region001","NA.","NA.","NA.","bacteriocin","NO","YES","MO_167.bin.23",1864
"MO_167.c_82.region001","MO_167_c82_001","site6","1","T1PKS","NO","YES","MO_167.bin.12",1960
"MO_167.c_8233.region001","MO_167_c8233_001","site6","1","PBDE","NO","YES","MO_167.bin.13",956
"MO_167.c_8268.region001","MO_167_c8268_001","site6","1","NRPS-like","NO","YES","MO_167.bin.6",1047
"MO_167.c_8279.region001","NA.","NA.","NA.","acyl_amino_acids","NO","YES","MO_167.bin.24",1868
"MO_167.c_8286.region001","NA.","NA.","NA.","terpene","NO","YES","MO_167.bin.51",1869
"MO_167.c_840.region001","MO_167_c840_001","site6","1","T3PKS","YES","YES","MO_167.bin.27",1870
"MO_167.c_844.region001","NA.","NA.","NA.","ectoine","YES","YES","MO_167.bin.12",1871
"MO_167.c_8635.region001","MO_167_c8635_001","site6","1","cyanobactin","NO","YES","MO_167.bin.26",606
"MO_167.c_8717.region001","MO_167_c8717_001","site6","1","bacteriocin","NO","YES","MO_167.bin.33",1873
"MO_167.c_878.region001","MO_167_c878_001","site6","1","NRPS","NO","YES","MO_167.bin.20",1991
"MO_167.c_8809.region001","NA.","NA.","NA.","acyl_amino_acids","NO","YES","MO_167.bin.40",1875
"MO_167.c_8860.region001","MO_167_c8860_001","site6","1","hglE-KS","NO","YES","MO_167.bin.40",1948
"MO_167.c_8873.region001","MO_167_c8873_001","site6","1","NRPS","NO","NO","NA.",2030
"MO_167.c_8956.region001","NA.","NA.","NA.","NRPS-like","NO","YES","MO_167.bin.44",1878
"MO_167.c_9039.region001","NA.","NA.","NA.","NRPS","NO","YES","MO_167.bin.35",1879
"MO_167.c_9051.region001","NA.","NA.","NA.","lanthipeptide","NO","YES","MO_167.bin.24",1880
"MO_167.c_9112.region001","MO_167_c9112_001","site6","1","NRPS","NO","NO","NA.",1885
"MO_167.c_9167.region001","NA.","NA.","NA.","acyl_amino_acids","NO","YES","MO_167.bin.8",1882
"MO_167.c_9209.region001","MO_167_c9209_001","site6","1","T1PKS","NO","YES","MO_167.bin.26",1883
"MO_167.c_9233.region001","MO_167_c9233_001","site6","1","T1PKS","NO","YES","MO_167.bin.58",1948
"MO_167.c_9268.region001","MO_167_c9268_001","site6","1","NRPS","NO","NO","NA.",1885
"MO_167.c_9361.region001","MO_167_c9361_001","site6","1","terpene","NO","YES","MO_167.bin.26",1886
"MO_167.c_937.region001","NA.","NA.","NA.","T1PKS","NO","YES","MO_167.bin.25",1887
"MO_167.c_9373.region001","NA.","NA.","NA.","acyl_amino_acids","NO","YES","MO_167.bin.24",1888
"MO_167.c_9398.region001","MO_167_c9398_001","site6","1","lanthipeptide","NO","YES","MO_167.bin.57",1889
"MO_167.c_9519.region001","MO_167_c9519_001","site6","1","NRPS-like","NO","YES","MO_167.bin.49",1890
"MO_167.c_9543.region001","MO_167_c9543_001","site6","1","NRPS-like","NO","YES","MO_167.bin.3",1891
"MO_167.c_9668.region001","MO_167_c9668_001","site6","1","arylpolyene","NO","YES","MO_167.bin.35",634
"MO_167.c_97.region001","MO_167_c97_001","site6","1","bacteriocin","YES","YES","MO_167.bin.50",1791
"MO_167.c_974.region001","MO_167_c974_001","site6","1","NRPS-like","NO","YES","MO_167.bin.27",2769
"MO_167.c_9741.region001","MO_167_c9741_001","site6","1","NRPS","NO","NO","NA.",2917
"MO_167.c_976.region001","NA.","NA.","NA.","NRPS","NO","YES","MO_167.bin.51",1896
"MO_167.c_9835.region001","NA.","NA.","NA.","NRPS","NO","NO","NA.",1897
"MO_170.c_1019.region001","NA.","NA.","NA.","bacteriocin","YES","NO","NA.",1898
"MO_170.c_1087.region001","NA.","NA.","NA.","NRPS-like","NO","YES","MO_170.bin.3",1899
"MO_170.c_1200.region001","MO_170_c1200_001","site6","1","bacteriocin","NO","YES","MO_170.bin.5",952
"MO_170.c_151.region001","MO_170_c151_001","site6","1","arylpolyene","NO","YES","MO_170.bin.4",1393
"MO_170.c_1639.region001","MO_170_c1639_001","site6","1","ectoine","NO","YES","MO_170.bin.5",1913
"MO_170.c_2033.region001","NA.","NA.","NA.","NRPS-like","NO","YES","MO_170.bin.5",1903
"MO_170.c_2058.region001","MO_170_c2058_001","site6","1","resorcinol","NO","YES","MO_170.bin.4",1904
"MO_170.c_2186.region001","MO_170_c2186_001","site6","1","NRPS","NO","YES","MO_170.bin.1",1905
"MO_170.c_2188.region001","MO_170_c2188_001","site6","1","bacteriocin","YES","YES","MO_170.bin.1",1791
"MO_170.c_227.region001","MO_170_c227_001","site6","1","bacteriocin","NO","YES","MO_170.bin.1",1907
"MO_170.c_2320.region001","MO_170_c2320_001","site6","1","NRPS-like","NO","YES","MO_170.bin.1",350
"MO_170.c_243.region001","MO_170_c243_001","site6","1","terpene","NO","YES","MO_170.bin.4",763
"MO_170.c_2611.region001","MO_170_c2611_001","site6","1","ladderane","NO","YES","MO_170.bin.2",795
"MO_170.c_2740.region001","MO_170_c2740_001","site6","1","terpene","NO","YES","MO_170.bin.2",1911
"MO_170.c_2811.region001","NA.","NA.","NA.","NRPS","NO","YES","MO_170.bin.1",1912
"MO_170.c_2841.region001","MO_170_c2841_001","site6","1","ectoine","NO","YES","MO_170.bin.5",1913
"MO_170.c_43.region001","MO_170_c43_001","site6","1","terpene","NO","YES","MO_170.bin.4",1477
"MO_170.c_6.region001","MO_170_c6_001","site6","1","arylpolyene","NO","YES","MO_170.bin.1",1404
"MO_170.c_609.region001","MO_170_c609_001","site6","1","T1PKS","NO","YES","MO_170.bin.1",1916
"MO_170.c_623.region001","MO_170_c623_001","site6","1","NRPS-like","NO","YES","MO_170.bin.2",1917
"MO_170.c_880.region001","MO_170_c880_001","site6","1","NRPS-like","NO","YES","MO_170.bin.1",1918
"MO_180.c_1142.region001","MO_180_c1142_001","site6","1","NRPS","NO","NO","NA.",2030
"MO_180.c_1585.region001","MO_180_c1585_001","site6","1","bacteriocin","NO","YES","MO_180.bin.3",1498
"MO_180.c_166.region001","MO_180_c166_001","site6","1","bacteriocin","NO","NO","NA.",3102
"MO_180.c_1699.region001","NA.","NA.","NA.","NRPS","NO","YES","MO_180.bin.1",1922
"MO_180.c_1708.region001","NA.","NA.","NA.","other","NO","NO","NA.",1923
"MO_180.c_2124.region001","MO_180_c2124_001","site6","1","bacteriocin","NO","YES","MO_180.bin.1",1137
"MO_180.c_2161.region001","MO_180_c2161_001","site6","1","arylpolyene","NO","NO","NA.",1393
"MO_180.c_2462.region001","MO_180_c2462_001","site6","1","bacteriocin","NO","YES","MO_180.bin.10",2861
"MO_180.c_281.region001","MO_180_c281_001","site6","1","terpene","NO","YES","MO_180.bin.2",1927
"MO_180.c_352.region001","MO_180_c352_001","site6","1","NRPS","NO","NO","NA.",1946
"MO_180.c_460.region001","NA.","NA.","NA.","CDPS","NO","NO","NA.",1929
"MO_180.c_495.region001","MO_180_c495_001","site6","1","arylpolyene","NO","YES","MO_180.bin.3",1930
"MO_180.c_582.region001","MO_180_c582_001","site6","1","resorcinol","NO","NO","NA.",363
"MO_180.c_587.region001","MO_180_c587_001","site6","1","NRPS","NO","YES","MO_180.bin.2",1932
"MO_180.c_89.region001","MO_180_c89_001","site6","1","arylpolyene","NO","YES","MO_180.bin.1",1404
"MO_180.c_997.region001","MO_180_c997_001","site6","1","bacteriocin","NO","YES","MO_180.bin.5",1455
"MO_184.c_0.region001","MO_184_c0_001","site6","1","T1PKS","YES","YES","MO_184.bin.12",1043
"MO_184.c_0.region002","MO_184_c0_002","site6","1","betalactone","YES","YES","MO_184.bin.12",1076
"MO_184.c_11495.region001","MO_184_c11495_001","site6","1","NRPS","NO","NO","NA.",2030
"MO_184.c_1235.region001","MO_184_c1235_001","site6","1","TfuA-related","NO","NO","NA.",868
"MO_184.c_14.region001","MO_184_c14_001","site6","1","NRPS","YES","NO","NA.",1939
"MO_184.c_14540.region001","NA.","NA.","NA.","NRPS-like","NO","NO","NA.",1940
"MO_184.c_146.region001","NA.","NA.","NA.","NRPS-like","NO","NO","NA.",1941
"MO_184.c_152.region001","MO_184_c152_001","site6","1","lanthipeptide","YES","NO","NA.",985
"MO_184.c_15780.region001","MO_184_c15780_001","site6","1","bacteriocin","NO","NO","NA.",2579
"MO_184.c_179.region001","MO_184_c179_001","site6","1","terpene","YES","NO","NA.",1944
"MO_184.c_18184.region001","MO_184_c18184_001","site6","1","bacteriocin","NO","NO","NA.",1945
"MO_184.c_18664.region001","MO_184_c18664_001","site6","1","NRPS","NO","NO","NA.",1946
"MO_184.c_20.region001","MO_184_c20_001","site6","1","NRPS","NO","NO","NA.",2026
"MO_184.c_20639.region001","MO_184_c20639_001","site6","1","hglE-KS","NO","NO","NA.",1948
"MO_184.c_23392.region001","MO_184_c23392_001","site6","1","TfuA-related","NO","NO","NA.",765
"MO_184.c_237.region001","MO_184_c237_001","site6","1","terpene","NO","NO","NA.",1950
"MO_184.c_23745.region001","NA.","NA.","NA.","cyanobactin","NO","NO","NA.",1951
"MO_184.c_2562.region001","MO_184_c2562_001","site6","1","lanthipeptide","NO","NO","NA.",180
"MO_184.c_257.region001","MO_184_c257_001","site6","1","terpene","NO","NO","NA.",452
"MO_184.c_259.region001","MO_184_c259_001","site6","1","T3PKS","NO","NO","NA.",1954
"MO_184.c_276.region001","MO_184_c276_001","site6","1","betalactone","NO","NO","NA.",950
"MO_184.c_28.region001","NA.","NA.","NA.","NRPS","NO","NO","NA.",1956
"MO_184.c_281.region001","MO_184_c281_001","site6","1","arylpolyene","NO","NO","NA.",629
"MO_184.c_3.region001","MO_184_c3_001","site6","1","bacteriocin","NO","NO","NA.",1958
"MO_184.c_30.region001","MO_184_c30_001","site6","1","terpene","YES","NO","NA.",2526
"MO_184.c_301.region001","MO_184_c301_001","site6","1","T1PKS","NO","NO","NA.",1960
"MO_184.c_312.region001","MO_184_c312_001","site6","1","bacteriocin","YES","NO","NA.",2041
"MO_184.c_323.region001","NA.","NA.","NA.","NRPS","NO","NO","NA.",1962
"MO_184.c_32301.region001","MO_184_c32301_001","site6","1","resorcinol","NO","NO","NA.",363
"MO_184.c_33928.region001","MO_184_c33928_001","site6","1","NRPS-like","NO","NO","NA.",2535
"MO_184.c_3839.region001","NA.","NA.","NA.","terpene","NO","NO","NA.",1965
"MO_184.c_41.region001","MO_184_c41_001","site6","1","lanthipeptide","YES","NO","NA.",180
"MO_184.c_412.region001","MO_184_c412_001","site6","1","T3PKS","NO","NO","NA.",1967
"MO_184.c_417.region001","NA.","NA.","NA.","terpene","NO","YES","MO_184.bin.14",1968
"MO_184.c_6370.region001","MO_184_c6370_001","site6","1","T1PKS","NO","NO","NA.",1969
"MO_184.c_642.region001","MO_184_c642_001","site6","1","bacteriocin","YES","NO","NA.",991
"MO_184.c_66.region001","NA.","NA.","NA.","bacteriocin","YES","NO","NA.",1971
"MO_184.c_74.region001","MO_184_c74_001","site6","1","cyanobactin","NO","NO","NA.",606
"MO_184.c_76.region001","MO_184_c76_001","site6","1","NRPS","NO","NO","NA.",2540
"MO_184.c_8931.region001","MO_184_c8931_001","site6","1","lanthipeptide","NO","NO","NA.",985
"MO_184.c_895.region001","MO_184_c895_001","site6","1","PBDE","NO","NO","NA.",956
"MO_184.c_9.region001","MO_184_c9_001","site6","1","hglE-KS","NO","NO","NA.",1976
"MO_184.c_921.region001","NA.","NA.","NA.","siderophore","NO","NO","NA.",1977
"MO_184.c_95.region001","MO_184_c95_001","site6","1","NRPS-like","NO","NO","NA.",2044
"MO_184.c_98.region001","MO_184_c98_001","site6","1","lassopeptide","YES","NO","NA.",1979
"MO_184.c_9824.region001","MO_184_c9824_001","site6","1","NRPS-like","NO","NO","NA.",1980
"MO_188.c_0.region001","NA.","NA.","NA.","hserlactone","YES","YES","MO_188.bin.50",1981
"MO_188.c_10037.region001","MO_188_c10037_001","site6","1","lassopeptide","NO","YES","MO_188.bin.10",2301
"MO_188.c_1019.region001","MO_188_c1019_001","site6","1","terpene","NO","YES","MO_188.bin.20",2406
"MO_188.c_102.region001","MO_188_c102_001","site6","1","bacteriocin","YES","YES","MO_188.bin.52",1633
"MO_188.c_1023.region001","MO_188_c1023_001","site6","1","T1PKS","NO","YES","MO_188.bin.27",1991
"MO_188.c_1027.region001","MO_188_c1027_001","site6","1","terpene","NO","YES","MO_188.bin.31",1275
"MO_188.c_10298.region001","NA.","NA.","NA.","lassopeptide","NO","YES","MO_188.bin.28",1987
"MO_188.c_10315.region001","MO_188_c10315_001","site6","1","T1PKS","NO","YES","MO_188.bin.58",2032
"MO_188.c_1032.region001","MO_188_c1032_001","site6","1","T1PKS","NO","YES","MO_188.bin.28",2044
"MO_188.c_10460.region001","MO_188_c10460_001","site6","1","bacteriocin","NO","YES","MO_188.bin.56",1121
"MO_188.c_1047.region001","MO_188_c1047_001","site6","1","T1PKS","NO","NO","NA.",1991
"MO_188.c_10485.region001","MO_188_c10485_001","site6","1","NRPS","NO","YES","MO_188.bin.8",2030
"MO_188.c_10587.region001","MO_188_c10587_001","site6","1","bacteriocin","NO","YES","MO_188.bin.53",2046
"MO_188.c_10588.region001","MO_188_c10588_001","site6","1","NRPS","NO","YES","MO_188.bin.48",2032
"MO_188.c_10597.region001","MO_188_c10597_001","site6","1","T1PKS","NO","YES","MO_188.bin.48",2019
"MO_188.c_10646.region001","MO_188_c10646_001","site6","1","bacteriocin","NO","YES","MO_188.bin.25",2163
"MO_188.c_10681.region001","NA.","NA.","NA.","NRPS","NO","YES","MO_188.bin.26",1997
"MO_188.c_10690.region001","MO_188_c10690_001","site6","1","NRPS","NO","YES","MO_188.bin.48",2030
"MO_188.c_107.region001","MO_188_c107_001","site6","1","transAT-PKS","NO","YES","MO_188.bin.27",1999
"MO_188.c_10735.region001","NA.","NA.","NA.","microviridin","NO","NO","NA.",2000
"MO_188.c_10766.region001","NA.","NA.","NA.","bacteriocin","NO","NO","NA.",2001
"MO_188.c_10790.region001","NA.","NA.","NA.","LAP","NO","YES","MO_188.bin.19",2002
"MO_188.c_108.region001","MO_188_c108_001","site6","1","NRPS","YES","YES","MO_188.bin.34",2026
"MO_188.c_1082.region001","MO_188_c1082_001","site6","1","T1PKS","NO","NO","NA.",2019
"MO_188.c_10839.region001","MO_188_c10839_001","site6","1","NRPS","NO","NO","NA.",2044
"MO_188.c_10852.region001","MO_188_c10852_001","site6","1","bacteriocin","NO","YES","MO_188.bin.30",1640
"MO_188.c_10876.region001","MO_188_c10876_001","site6","1","T1PKS","NO","YES","MO_188.bin.10",2019
"MO_188.c_10902.region001","NA.","NA.","NA.","terpene","NO","YES","MO_188.bin.35",2008
"MO_188.c_10906.region001","MO_188_c10906_001","site6","1","terpene","NO","YES","MO_188.bin.43",2009
"MO_188.c_1110.region001","MO_188_c1110_001","site6","1","lanthipeptide","YES","YES","MO_188.bin.27",180
"MO_188.c_11179.region001","NA.","NA.","NA.","transAT-PKS-like","NO","YES","MO_188.bin.19",2011
"MO_188.c_11192.region001","MO_188_c11192_001","site6","1","T1PKS","NO","YES","MO_188.bin.48",2032
"MO_188.c_113.region001","MO_188_c113_001","site6","1","bacteriocin","YES","YES","MO_188.bin.34",3150
"MO_188.c_114.region001","NA.","NA.","NA.","bacteriocin","YES","YES","MO_188.bin.40",2014
"MO_188.c_11439.region001","MO_188_c11439_001","site6","1","terpene","NO","YES","MO_188.bin.15",2015
"MO_188.c_11486.region001","NA.","NA.","NA.","CDPS","NO","YES","MO_188.bin.48",2016
"MO_188.c_1155.region001","MO_188_c1155_001","site6","1","terpene","NO","YES","MO_188.bin.5",2018
"MO_188.c_116.region001","MO_188_c116_001","site6","1","terpene","NO","YES","MO_188.bin.40",2018
"MO_188.c_11640.region001","MO_188_c11640_001","site6","1","T1PKS","NO","YES","MO_188.bin.48",2019
"MO_188.c_11672.region001","MO_188_c11672_001","site6","1","terpene","NO","YES","MO_188.bin.53",2020
"MO_188.c_1168.region001","NA.","NA.","NA.","NRPS","NO","YES","MO_188.bin.8",2021
"MO_188.c_11739.region001","MO_188_c11739_001","site6","1","lassopeptide","NO","YES","MO_188.bin.58",378
"MO_188.c_11742.region001","NA.","NA.","NA.","arylpolyene","NO","YES","MO_188.bin.48",2023
"MO_188.c_11757.region001","MO_188_c11757_001","site6","1","terpene","NO","YES","MO_188.bin.30",2024
"MO_188.c_118.region001","NA.","NA.","NA.","NRPS","YES","YES","MO_188.bin.50",2025
"MO_188.c_118.region002","MO_188_c118_002","site6","1","NRPS","YES","YES","MO_188.bin.50",2026
"MO_188.c_11945.region001","NA.","NA.","NA.","lassopeptide","NO","YES","MO_188.bin.45",2027
"MO_188.c_11985.region001","MO_188_c11985_001","site6","1","T3PKS","NO","YES","MO_188.bin.58",1967
"MO_188.c_12.region001","NA.","NA.","NA.","betalactone","YES","YES","MO_188.bin.50",2029
"MO_188.c_12007.region001","MO_188_c12007_001","site6","1","NRPS","NO","YES","MO_188.bin.16",2030
"MO_188.c_12069.region001","NA.","NA.","NA.","nucleoside","NO","YES","MO_188.bin.48",2031
"MO_188.c_12188.region001","MO_188_c12188_001","site6","1","NRPS-like","NO","YES","MO_188.bin.10",2032
"MO_188.c_12299.region001","NA.","NA.","NA.","CDPS","NO","YES","MO_188.bin.52",2033
"MO_188.c_1232.region001","NA.","NA.","NA.","betalactone","NO","YES","MO_188.bin.27",2034
"MO_188.c_12353.region001","NA.","NA.","NA.","NRPS-like","NO","YES","MO_188.bin.57",2035
"MO_188.c_12444.region001","MO_188_c12444_001","site6","1","hglE-KS","NO","YES","MO_188.bin.30",2036
"MO_188.c_1247.region001","MO_188_c1247_001","site6","1","bacteriocin","YES","YES","MO_188.bin.21",2037
"MO_188.c_1249.region001","MO_188_c1249_001","site6","1","acyl_amino_acids","NO","YES","MO_188.bin.39",2038
"MO_188.c_12620.region001","MO_188_c12620_001","site6","1","terpene","NO","YES","MO_188.bin.32",2428
"MO_188.c_12661.region001","NA.","NA.","NA.","butyrolactone","NO","YES","MO_188.bin.48",2040
"MO_188.c_12791.region001","MO_188_c12791_001","site6","1","bacteriocin","NO","NO","NA.",2041
"MO_188.c_128.region001","NA.","NA.","NA.","CDPS","NO","YES","MO_188.bin.27",2042
"MO_188.c_128.region002","MO_188_c128_002","site6","1","cyanobactin","NO","YES","MO_188.bin.27",2047
"MO_188.c_1284.region001","MO_188_c1284_001","site6","1","NRPS-like","NO","YES","MO_188.bin.27",2044
"MO_188.c_12944.region001","NA.","NA.","NA.","terpene","NO","YES","MO_188.bin.14",2045
"MO_188.c_1312.region001","MO_188_c1312_001","site6","1","bacteriocin","NO","YES","MO_188.bin.18",2046
"MO_188.c_13184.region001","MO_188_c13184_001","site6","1","cyanobactin","NO","YES","MO_188.bin.58",2047
